condition,fold,form,gold_lemma,pred_lemma,correct,rule_seen,train_freq,length
cagf_gold,7,Сіздің,сіз,сіз,1,1,5,6
cagf_gold,7,сеніміңізді,сенім,сеніміңізді,0,0,0,11
cagf_gold,7,ақтай,ақта,ақтай,0,1,0,5
cagf_gold,7,алғаныма,ал,алғаныма,0,0,0,8
cagf_gold,7,қуанышты,қуанышты,қуанышты,1,1,3,8
cagf_gold,7,мын,е,е,1,1,3,3
cagf_gold,7,.,.,.,1,1,750,1
cagf_gold,8,Әр,әр,әр,1,1,6,2
cagf_gold,8,адамның,адам,адам,1,1,5,7
cagf_gold,8,азаматтыққа,азаматтық,азаматтыққа,0,1,0,11
cagf_gold,8,құқығы,құқық,құқық,1,1,3,6
cagf_gold,8,бар,бар,бар,1,1,27,3
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Кімге,кім,кім,1,1,0,5
cagf_gold,8,сенуге,сен,сенуге,0,1,0,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,кіммен,кім,кіммен,0,1,0,6
cagf_gold,8,істесуге,істе,істесуге,0,0,0,8
cagf_gold,8,болады,бол,бол,1,1,12,6
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Өмірі,өмірі,өмірі,1,1,0,5
cagf_gold,8,байдан,бай,байдан,0,1,0,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,күштіден,күшті,күштіден,0,1,0,8
cagf_gold,8,қорлық,қорлық,қорлық,1,1,0,6
cagf_gold,8,-,-,-,1,1,76,1
cagf_gold,8,зорлық,зорлық,зорлық,1,1,0,6
cagf_gold,8,көріп,көр,көр,1,1,3,5
cagf_gold,8,келдім,кел,келдім,0,0,0,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Бразилия,Бразилия,Бразилия,1,1,2,8
cagf_gold,8,қабылдаушы,қабылда,қабылдаушы,0,0,0,10
cagf_gold,8,ел,ел,ел,1,1,13,2
cagf_gold,8,ретінде,ретінде,рет,0,1,3,7
cagf_gold,8,автоматты,автоматты,автоматты,1,1,0,9
cagf_gold,8,түрде,түр,түр,1,1,5,5
cagf_gold,8,чемпионат,чемпионат,чемпионат,1,1,0,9
cagf_gold,8,қатысушысы,қатысушы,қатысушысы,0,1,0,10
cagf_gold,8,болды,бол,бол,1,1,28,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Тарағысы,тара,тарағысы,0,0,0,8
cagf_gold,8,келді,кел,кел,1,1,9,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Жирен,жирен,жирен,1,1,0,5
cagf_gold,8,орыс,орыс,орыс,1,1,8,4
cagf_gold,8,манағыдай,манағы,манағыдай,0,0,0,9
cagf_gold,8,емес,е,е,1,1,11,4
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Қазақстанда,Қазақстан,Қазақстан,1,1,3,11
cagf_gold,8,жергілікті,жергілікті,жергілікті,1,1,2,10
cagf_gold,8,полиция,полиция,полиция,1,1,2,7
cagf_gold,8,қызметі,қызмет,қызмет,1,1,1,7
cagf_gold,8,өз,өз,өз,1,1,11,2
cagf_gold,8,жұмысын,жұмыс,жұмыс,1,1,2,7
cagf_gold,8,бастады,баста,баста,1,1,12,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Бұл,бұл,бұл,1,1,35,3
cagf_gold,8,Қазақстанның,Қазақстан,Қазақстан,1,1,8,12
cagf_gold,8,бәсекеге,бәсеке,бәсекеге,0,1,0,8
cagf_gold,8,қабілетті,қабілетті,қабілетті,1,1,0,9
cagf_gold,8,әлеуеті,әлеует,әлеуеті,0,1,0,7
cagf_gold,8,бар,бар,бар,1,1,27,3
cagf_gold,8,салалар,сала,салалар,0,1,0,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Бұл,бұл,бұл,1,1,35,3
cagf_gold,8,іс,іс,іс,1,1,0,2
cagf_gold,8,айыптау,айыптау,айыптау,1,1,1,7
cagf_gold,8,қорытындысымен,қорытынды,қорытындысымен,0,0,0,14
cagf_gold,8,прокуратураға,прокуратура,прокуратураға,0,0,0,13
cagf_gold,8,жіберілді,жібер,жіберілді,0,1,0,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Көл,көл,көл,1,1,0,3
cagf_gold,8,болып,бол,бол,1,1,26,5
cagf_gold,8,төгілген,төк,төгілген,0,0,0,8
cagf_gold,8,көздің,көз,көздің,0,1,0,6
cagf_gold,8,жасы,жас,жас,1,1,2,4
cagf_gold,8,жерге,жер,жер,1,1,6,5
cagf_gold,8,сіңді,сің,сің,1,1,0,5
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,тілек,тілек,тілек,1,1,1,5
cagf_gold,8,тозды,тоз,тоз,1,1,0,5
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,өмір,өмір,өмір,1,1,2,4
cagf_gold,8,озды,оз,оз,1,1,1,4
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,Шолпан,Шолпан,Шолпан,1,1,4,6
cagf_gold,8,бала,бала,бала,1,1,8,4
cagf_gold,8,көтермеді,көтер,көтермеді,0,0,0,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Мен,мен,мен,1,1,20,3
cagf_gold,8,біздің,біз,біз,1,1,8,6
cagf_gold,8,тарапымызды,тарап,тарапымызды,0,1,0,11
cagf_gold,8,да,да,да,1,1,36,2
cagf_gold,8,қабылданған,қабылда,қабылданған,0,1,0,11
cagf_gold,8,шешім,шешім,шешім,1,1,0,5
cagf_gold,8,қанағаттандыруы,қанағаттандыр,қанағаттандыруы,0,0,0,15
cagf_gold,8,тиіс,тиіс,тиіс,1,1,13,4
cagf_gold,8,деп,де,де,1,1,33,3
cagf_gold,8,ойлаймын,ойла,ойла,1,1,1,8
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Юрий,Юрий,Юрий,1,1,0,4
cagf_gold,8,Лужков,Лужков,Лужков,1,1,0,6
cagf_gold,8,жаңа,жаңа,жаңа,1,1,16,4
cagf_gold,8,туындының,туынды,туындының,0,1,0,9
cagf_gold,8,қолжазбасымен,қолжазба,қолжазбасымен,0,0,0,13
cagf_gold,8,танысып,тан,танысып,0,0,0,7
cagf_gold,8,шығыпты,шық,шығыпты,0,0,0,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Неміз,не,неміз,0,0,0,5
cagf_gold,8,кетіп,кет,кет,1,1,1,5
cagf_gold,8,барады,бар,бар,1,1,2,6
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Сенат,сенат,Сенат,0,1,0,5
cagf_gold,8,депутаттарын,депутат,депутаттарын,0,0,0,12
cagf_gold,8,сайлау,сайла,сайлау,0,1,2,6
cagf_gold,8,кезінде,кез,кез,1,1,4,7
cagf_gold,8,таңдаушылардың,таңдаушы,таңдаушылардың,0,1,0,14
cagf_gold,8,тізімдері,тізім,тізімдері,0,1,0,9
cagf_gold,8,жасалады,жаса,жаса,1,1,1,8
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Қандай,қандай,қандай,1,1,2,6
cagf_gold,8,болғанда,бол,бол,1,1,1,8
cagf_gold,8,да,да,да,1,1,36,2
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қала,қала,қала,1,1,4,4
cagf_gold,8,ескі,ескі,ескі,1,1,2,4
cagf_gold,8,заман,заман,заман,1,1,0,5
cagf_gold,8,-ақ,-ақ,-ақ,1,1,0,3
cagf_gold,8,адамдардың,адам,адамдардың,0,0,0,10
cagf_gold,8,өмір,өмір,өмір,1,1,2,4
cagf_gold,8,сүруіне,сүр,сүруіне,0,0,0,7
cagf_gold,8,қолайлы,қолайлы,қолайлы,1,1,0,7
cagf_gold,8,мекен,мекен,мекен,1,1,1,5
cagf_gold,8,болған,бол,бол,1,1,12,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Еуропаның,Еуропа,Еуропа,1,1,1,9
cagf_gold,8,өзге,өзге,өзге,1,1,3,4
cagf_gold,8,елдерінде,ел,елдерінде,0,0,0,9
cagf_gold,8,де,да,да,1,1,24,2
cagf_gold,8,пайда,пайда,пайда,1,1,3,5
cagf_gold,8,болды,бол,бол,1,1,28,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Мектеп,мектеп,мектеп,1,1,0,6
cagf_gold,8,түлектері,түлек,түлектері,0,0,0,9
cagf_gold,8,қазақ,қазақ,қазақ,1,1,9,5
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,орыс,орыс,орыс,1,1,8,4
cagf_gold,8,және,және,және,1,1,52,4
cagf_gold,8,ағылшын,ағылшын,ағылшын,1,1,3,7
cagf_gold,8,тілдерін,тіл,тіл,1,1,7,8
cagf_gold,8,білуге,біл,біл,1,1,1,6
cagf_gold,8,тиіс,тиіс,тиіс,1,1,13,4
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Кімді,кім,кімді,0,1,0,5
cagf_gold,8,ұрып,ұр,ұрып,0,1,0,4
cagf_gold,8,жығатынын,жық,жығатынын,0,0,0,9
cagf_gold,8,кім,кім,кім,1,1,11,3
cagf_gold,8,білсін,біл,біл,1,1,1,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,әйтеуір,әйтеуір,әйтеуір,1,1,0,7
cagf_gold,8,ала,ал,ал,1,1,3,3
cagf_gold,8,шықты,шық,шық,1,1,8,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Малына,мал,малына,0,1,0,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,жанына,жан,жанына,0,1,0,6
cagf_gold,8,ие,ие,ие,1,1,6,2
cagf_gold,8,болып,бол,бол,1,1,26,5
cagf_gold,8,отырған,отыр,отыр,1,1,2,7
cagf_gold,8,қай,қай,қай,1,1,3,3
cagf_gold,8,қазақ,қазақ,қазақ,1,1,9,5
cagf_gold,8,бар,бар,бар,1,1,27,3
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Азаматтың,Азамат,Азамат,1,1,3,9
cagf_gold,8,кішкентай,кішкентай,кішкентай,1,1,1,9
cagf_gold,8,бір,бір,бір,1,1,31,3
cagf_gold,8,күшігі,күшік,күшік,1,1,1,6
cagf_gold,8,бар,бар,бар,1,1,27,3
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қазір,қазір,қазір,1,1,3,5
cagf_gold,8,ол,ол,ол,1,1,16,2
cagf_gold,8,да,да,да,1,1,36,2
cagf_gold,8,бақшада,бақша,бақша,1,1,2,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Ұлттық,ұлттық,ұлттық,1,1,1,6
cagf_gold,8,мейрамы,мейрам,мейрамы,0,1,0,7
cagf_gold,8,11,11,11,1,1,4,2
cagf_gold,8,ақпан,ақпан,ақпан,1,1,0,5
cagf_gold,8,—,—,—,1,1,82,1
cagf_gold,8,Революция,революция,революция,1,1,0,9
cagf_gold,8,күні,күн,күн,1,1,2,4
cagf_gold,8,(,(,(,1,1,41,1
cagf_gold,8,1979,1979,1979,1,1,1,4
cagf_gold,8,),),),1,1,41,1
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Төбелес,төбелес,төбелес,1,1,0,7
cagf_gold,8,болса,бол,бол,1,1,3,5
cagf_gold,8,жасаққа,жасақ,жасаққа,0,1,0,7
cagf_gold,8,шығамын,шық,шығамын,0,0,0,7
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қыз,қыз,қыз,1,1,3,3
cagf_gold,8,қашқан,қаш,қаш,1,1,2,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қатын,қатын,қатын,1,1,4,5
cagf_gold,8,кеткен,кет,кеткен,0,1,0,6
cagf_gold,8,топтардан,топ,топтардан,0,0,0,9
cagf_gold,8,қалмаймын,қал,қалмаймын,0,0,0,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Қазақстан,Қазақстан,Қазақстан,1,1,21,9
cagf_gold,8,бизнесі,бизнес,бизнес,1,1,1,7
cagf_gold,8,соңғы,соңғы,соң,0,1,1,5
cagf_gold,8,уақытта,уақыт,уақытта,0,1,0,7
cagf_gold,8,Арменияға,Армения,Армения,1,1,0,9
cagf_gold,8,жіті,жіті,жіті,1,1,1,4
cagf_gold,8,назар,назар,назар,1,1,2,5
cagf_gold,8,аудара,аудар,аудара,0,1,0,6
cagf_gold,8,бастады,баста,баста,1,1,12,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Астанасы,астана,Астанасы,0,1,0,8
cagf_gold,8,—,—,—,1,1,82,1
cagf_gold,8,Тегеран,Тегеран,Тегеран,1,1,1,7
cagf_gold,8,қаласы,қала,қала,1,1,2,6
cagf_gold,8,(,(,(,1,1,41,1
cagf_gold,8,айналасын,айнала,айналасын,0,1,0,9
cagf_gold,8,қосқанда,қос,қосқанда,0,0,0,8
cagf_gold,8,12,12,12,1,1,4,2
cagf_gold,8,миллионнан,миллион,миллион,1,1,1,10
cagf_gold,8,астам,астам,астам,1,1,5,5
cagf_gold,8,),),),1,1,41,1
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Тұруға,тұр,Тұр,0,1,0,6
cagf_gold,8,мұршасы,мұрша,мұршасы,0,1,0,7
cagf_gold,8,келмей,кел,келмей,0,0,0,6
cagf_gold,8,жатқан,жат,жат,1,1,7,6
cagf_gold,8,шал,шал,шал,1,1,0,3
cagf_gold,8,шаңыраққа,шаңырақ,шаңыраққа,0,1,0,9
cagf_gold,8,қараса,қара,қараса,0,1,0,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,шаңырақтың,шаңырақ,шаңырақтың,0,1,0,10
cagf_gold,8,күлдіреуішінде,күлдіреуіш,күлдіреуішінде,0,0,0,14
cagf_gold,8,керулі,керулі,керул,0,1,0,6
cagf_gold,8,тұрған,тұр,тұр,1,1,2,6
cagf_gold,8,кер,кер,кер,1,1,0,3
cagf_gold,8,биенің,бие,биенің,0,1,0,6
cagf_gold,8,төстігі,төстік,төстігі,0,1,0,7
cagf_gold,8,көзіне,көз,көзіне,0,1,0,6
cagf_gold,8,түседі,түс,түс,1,1,6,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Үкімет,үкімет,үкімет,1,1,1,6
cagf_gold,8,басына,бас,бас,1,1,1,6
cagf_gold,8,шиит,шиит,шиит,1,1,1,4
cagf_gold,8,дінбасыларының,дінбасы,дінбасыларының,0,1,0,14
cagf_gold,8,көсемі,көсем,көсем,1,1,0,6
cagf_gold,8,аятолла,аятолла,аятолла,1,1,0,7
cagf_gold,8,Р.,Р.,Р.,1,1,1,2
cagf_gold,8,Хомейни,Хомейни,хомейни,0,1,0,7
cagf_gold,8,келді,кел,кел,1,1,9,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Екіжақты,екіжақты,екіжақты,1,1,0,8
cagf_gold,8,қарым-қатынастарды,қарым-қатынас,қарым-қатынастарды,0,0,0,18
cagf_gold,8,дамыту,дамыт,дамыту,0,1,0,6
cagf_gold,8,саласында,сала,саласында,0,1,0,9
cagf_gold,8,көптеген,көпте,көптеген,0,1,4,8
cagf_gold,8,жұмыстар,жұмыс,жұмыстар,0,1,0,8
cagf_gold,8,атқарылды,атқар,атқар,1,1,1,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Енді,енді,енді,1,1,2,4
cagf_gold,8,оларды,олар,олар,1,1,0,6
cagf_gold,8,мен,мен,мен,1,1,33,3
cagf_gold,8,несіне,не,несіне,0,0,0,6
cagf_gold,8,аяйын,ая,аяйын,0,0,0,5
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Ұлттық,ұлттық,ұлттық,1,1,1,6
cagf_gold,8,байлықтың,байлық,байлықтың,0,1,0,9
cagf_gold,8,36%-ы,36,36%-ы,0,0,0,5
cagf_gold,8,өнеркәсіптен,өнеркәсіп,өнеркәсіптен,0,0,0,12
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,22%-ы,22,22%-ы,0,0,0,5
cagf_gold,8,ауыл,ауыл,ауыл,1,1,3,4
cagf_gold,8,шаруашылығынан,шаруашылық,шаруашылығынан,0,0,0,14
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қалғаны,қал,қалғаны,0,0,0,7
cagf_gold,8,қызмет,қызмет,қызмет,1,1,2,6
cagf_gold,8,көрсету,көрсет,көрсет,1,1,1,7
cagf_gold,8,секторынан,сектор,секторынан,0,1,0,10
cagf_gold,8,тұрады,тұр,тұр,1,1,8,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Мейлі,мейлі,мейлі,1,1,0,5
cagf_gold,8,жаңа,жаңа,жаңа,1,1,16,4
cagf_gold,8,түскен,түс,түс,1,1,3,6
cagf_gold,8,келіншек,келіншек,келіншек,1,1,0,8
cagf_gold,8,болсын,бол,бол,1,1,3,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,қатын,қатын,қатын,1,1,4,5
cagf_gold,8,біткенді,біт,біт,1,1,1,8
cagf_gold,8,"""","""","""",1,1,26,1
cagf_gold,8,шеше,шеше,шеше,1,1,0,4
cagf_gold,8,"""","""","""",1,1,26,1
cagf_gold,8,дейді,де,де,1,1,3,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Осы,осы,осы,1,1,15,3
cagf_gold,8,жылдары,жыл,жыл,1,1,4,7
cagf_gold,8,ауыл,ауыл,ауыл,1,1,3,4
cagf_gold,8,шаруашылығында,шаруашылық,шаруашылығында,0,0,0,14
cagf_gold,8,маңызды,маңызды,маңызды,1,1,3,7
cagf_gold,8,өзгерістер,өзгеріс,өзгеріс,1,1,3,10
cagf_gold,8,болды,бол,бол,1,1,28,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,—,—,—,1,1,82,1
cagf_gold,8,Немене,немене,немене,1,1,1,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,жаным,жан,жаным,0,1,0,5
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Дінге,дін,дін,1,1,0,5
cagf_gold,8,де,да,да,1,1,24,2
cagf_gold,8,жақсы,жақсы,жақсы,1,1,13,5
cagf_gold,8,—,—,—,1,1,82,1
cagf_gold,8,білгендік,біл,білгендік,0,0,0,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Ауа,ауа,ауа,1,1,0,3
cagf_gold,8,райы,райы,райы,1,1,0,4
cagf_gold,8,бүгін,бүгін,бүгін,1,1,1,5
cagf_gold,8,әбден,әбден,әбден,1,1,4,5
cagf_gold,8,жақсы,жақсы,жақсы,1,1,13,5
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,жылы,жылы,жыл,0,1,11,4
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Учаскедегі,учаске,учаскедегі,0,1,0,10
cagf_gold,8,пайдалану,пайдалану,пайдалану,1,1,0,9
cagf_gold,8,жылдамдығы,жылдамдық,жылдамдығы,0,0,0,10
cagf_gold,8,350,350,350,1,1,0,3
cagf_gold,8,км,км,км,1,1,0,2
cagf_gold,8,/,/,/,1,1,2,1
cagf_gold,8,сағат,сағат,сағат,1,1,1,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Ендеше,ендеше,ендеше,1,1,3,6
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,біз,біз,біз,1,1,11,3
cagf_gold,8,тіршілік,тіршілік,тіршілік,1,1,0,8
cagf_gold,8,қып,қыл,қып,0,1,0,3
cagf_gold,8,жүрміз,жүр,жүрміз,0,1,0,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Бір,бір,бір,1,1,9,3
cagf_gold,8,құрам,құрам,құрам,1,1,0,5
cagf_gold,8,940,940,940,1,1,0,3
cagf_gold,8,адамға,адам,адам,1,1,3,6
cagf_gold,8,арналған,арна,арна,1,1,1,8
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Одан,ол,ол,1,1,4,4
cagf_gold,8,өзгесін,өзге,өзгесін,0,1,0,7
cagf_gold,8,артық,артық,артық,1,1,5,5
cagf_gold,8,керек,керек,керек,1,1,17,5
cagf_gold,8,қылмады,қыл,қылмады,0,1,0,7
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Өзен,өзен,өзен,1,1,0,4
cagf_gold,8,бойындағы,бой,бой,1,1,1,9
cagf_gold,8,ел,ел,ел,1,1,13,2
cagf_gold,8,қайда,қайда,қайда,1,1,10,5
cagf_gold,8,?,?,?,1,1,78,1
cagf_gold,8,Жұмыстың,жұмыс,жұмыс,1,1,0,8
cagf_gold,8,ерекшелігі,ерекшелік,ерекшелігі,0,1,0,10
cagf_gold,8,-,-,-,1,1,76,1
cagf_gold,8,алынған,алын,алын,1,1,1,7
cagf_gold,8,нәтижелердің,нәтиже,нәтижелердің,0,1,0,12
cagf_gold,8,инновациялық,инновациялық,инновациялық,1,1,0,12
cagf_gold,8,бағыты,бағыт,бағыт,1,1,0,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Жаңа,жаңа,жаңа,1,1,2,4
cagf_gold,8,үкімет,үкімет,үкімет,1,1,1,6
cagf_gold,8,халықтың,халық,халық,1,1,3,8
cagf_gold,8,қысымымен,қысым,қысымымен,0,1,0,9
cagf_gold,8,1919,1919,1919,1,1,0,4
cagf_gold,8,ж.,ж.,ж.,1,1,22,2
cagf_gold,8,ағылшын,ағылшын,ағылшын,1,1,3,7
cagf_gold,8,-,-,-,1,1,76,1
cagf_gold,8,парсы,парсы,парсы,1,1,5,5
cagf_gold,8,шартын,шарт,шартын,0,1,0,6
cagf_gold,8,жойылды,жой,жой,1,1,3,7
cagf_gold,8,деп,де,де,1,1,33,3
cagf_gold,8,жариялады,жарияла,жарияла,1,1,2,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Чемпионаттың,чемпионат,чемпионаттың,0,1,0,12
cagf_gold,8,жеңімпазы,жеңімпаз,жеңімпазы,0,1,0,9
cagf_gold,8,Швеция,Швеция,Швеция,1,1,0,6
cagf_gold,8,құрамасы,құрама,құрама,1,1,1,8
cagf_gold,8,атанды,атан,атан,1,1,2,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,12,12,12,1,1,4,2
cagf_gold,8,ғасырда,ғасыр,ғасыр,1,1,7,7
cagf_gold,8,салжұқтар,салжұқ,салжұқ,1,1,1,9
cagf_gold,8,бірнеше,бірнеше,бірнеше,1,1,1,7
cagf_gold,8,сұлтандыққа,сұлтандық,сұлтандыққа,0,1,0,11
cagf_gold,8,бөлініп,бөл,бөл,1,1,1,7
cagf_gold,8,кетті,кет,кет,1,1,12,5
cagf_gold,8,де,да,да,1,1,24,2
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,осы,осы,осы,1,1,18,3
cagf_gold,8,ғасырдың,ғасыр,ғасыр,1,1,9,8
cagf_gold,8,аяғына,аяқ,аяғ,0,0,0,6
cagf_gold,8,таман,таман,таман,1,1,1,5
cagf_gold,8,бүкіл,бүкіл,бүкіл,1,1,3,5
cagf_gold,8,Иранды,Иран,Иран,1,1,2,6
cagf_gold,8,түркі,түркі,түркі,1,1,3,5
cagf_gold,8,қыпшақ,қыпшақ,қыпшақ,1,1,0,6
cagf_gold,8,тайпасынан,тайпа,тайпас,0,1,0,10
cagf_gold,8,шыққан,шық,шық,1,1,3,6
cagf_gold,8,Хорезм,Хорезм,Хорезм,1,1,0,6
cagf_gold,8,шаһы,шаһ,шаһы,0,1,1,4
cagf_gold,8,Текеш,Текеш,Текеш,1,1,0,5
cagf_gold,8,басып,бас,бас,1,1,6,5
cagf_gold,8,алды,ал,ал,1,1,9,4
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Анда,анда,анда,1,1,0,4
cagf_gold,8,-,-,-,1,1,76,1
cagf_gold,8,санда,сан,санда,0,1,0,5
cagf_gold,8,қара,қара,қара,1,1,1,4
cagf_gold,8,мұрт,мұрт,мұрт,1,1,0,4
cagf_gold,8,оған,ол,ол,1,1,6,4
cagf_gold,8,сөз,сөз,сөз,1,1,2,3
cagf_gold,8,үйретіп,үйрет,үйретіп,0,1,0,7
cagf_gold,8,тұрды,тұр,тұр,1,1,3,5
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Әңгімелесуші,әңгімелес,әңгімелесуші,0,0,0,12
cagf_gold,8,тараптар,тарап,тараптар,0,1,0,8
cagf_gold,8,әлемдегі,әлем,әлем,1,1,2,8
cagf_gold,8,саяси,саяси,саяси,1,1,4,5
cagf_gold,8,және,және,және,1,1,52,4
cagf_gold,8,экономикалық,экономикалық,экономикалық,1,1,7,12
cagf_gold,8,ахуалды,ахуал,ахуалды,0,1,0,7
cagf_gold,8,талқылады,талқыла,талқылады,0,1,0,9
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Сондықтан,сондықтан,сондықтан,1,1,4,9
cagf_gold,8,Бәсекелестікті,бәсекелестік,бәсекелестікті,0,0,0,14
cagf_gold,8,қорғау,қорға,қорғау,0,1,0,6
cagf_gold,8,жөніндегі,жөн,жөн,1,1,2,9
cagf_gold,8,арнаулы,арнаулы,арнаулы,1,1,0,7
cagf_gold,8,агенттік,агенттік,агенттік,1,1,0,8
cagf_gold,8,құрылады,құр,құрыл,0,1,0,8
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Таққа,тақ,таққа,0,1,0,5
cagf_gold,8,1952,1952,1952,1,1,1,4
cagf_gold,8,жылдың,жыл,жыл,1,1,12,6
cagf_gold,8,6,6,6,1,1,0,1
cagf_gold,8,ақпанында,ақпан,ақпанында,0,1,0,9
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,яғни,яғни,яғни,1,1,1,4
cagf_gold,8,25,25,25,1,1,0,2
cagf_gold,8,жасында,жас,жасында,0,1,0,7
cagf_gold,8,",",",",",",1,1,454,1
cagf_gold,8,әкесі,әке,әкесі,0,0,0,5
cagf_gold,8,—,—,—,1,1,82,1
cagf_gold,8,VI,VI,VI,1,1,0,2
cagf_gold,8,Георгтың,Георг,георгтың,0,1,0,8
cagf_gold,8,өлімінен,өлім,өлім,1,1,1,8
cagf_gold,8,кейін,кейін,кейін,1,1,23,5
cagf_gold,8,отырды,отыр,отыр,1,1,1,6
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Кейбір,кейбір,кейбір,1,1,0,6
cagf_gold,8,қоралардың,қора,қоралардың,0,1,0,10
cagf_gold,8,қасында,қас,қасында,0,1,0,7
cagf_gold,8,қарауытқан,қарауыт,қарауытқан,0,1,0,10
cagf_gold,8,мал,мал,мал,1,1,7,3
cagf_gold,8,көрінеді,көр,көр,1,1,3,8
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Сондай-ақ,сондай-ақ,сондай-ақ,1,1,2,9
cagf_gold,8,жаттығу,жаттығу,жаттығу,1,1,0,7
cagf_gold,8,залы,зал,залы,0,1,0,4
cagf_gold,8,мен,мен,мен,1,1,33,3
cagf_gold,8,қысқы,қысқы,қысқы,1,1,0,5
cagf_gold,8,бақ,бақ,бақ,1,1,0,3
cagf_gold,8,бар,бар,бар,1,1,27,3
cagf_gold,8,.,.,.,1,1,755,1
cagf_gold,8,Театр,театр,театр,1,1,0,5
cagf_gold,8,өнерінің,өнер,өнер,1,1,1,8
cagf_gold,8,негізі,негіз,негіз,1,1,1,6
cagf_gold,8,халықтық,халықтық,халықтық,1,1,1,8
cagf_gold,8,салт,салт,салт,1,1,0,4
cagf_gold,8,-,-,-,1,1,76,1
cagf_gold,8,дәстүрлерде,дәстүр,дәстүрлерде,0,0,0,11
